,location_id,ihme_loc_id,location_name,Adol Birth Rate,Air Poll Mort,Alcohol Use,Cert Death Reg,Child Overweight,Child Sex Abuse,Child Stunting,Child Wasting,Conflict Mort,Disaster Mort,"FP Need Met, Mod",HH Air Poll,HIV Incid,Health Worker Dens,Hep B Incid,Homicide,Hygiene,Int Partner Viol,Malaria Incid,Mat Mort Ratio,Mean PM2.5,NCD Mort,NTD Prev,Neonatal Mort,Non-Int Partner Sex Viol,Occ Burden,Physical Violence,Poisoning Mort,Road Inj Mort,SDG Index,Sanitation,Sexual Violence,Skilled Birth Attend,Smoking Prev,Suicide Mort,TB Incid,UHC Index,Under-5 Mort,Vaccine Cov,WaSH Mort,Water,cluster
0,33,ARM,Armenia,52.4,41.1,63.0,97.4,20.3,100.0,80.2,83.3,100.0,100.0,37.4,88.9,64.4,96.7,35.3,58.4,89.8,86.6,100.0,64.9,39.6,48.7,95.6,59.8,99.9,44.1,83.8,54.1,75.7,68.4,75.8,99.0,99.5,38.1,55.8,63.2,71.8,68.9,95.8,76.4,96.6,4
1,34,AZE,Azerbaijan,36.6,34.9,52.6,86.3,18.8,100.0,74.8,79.0,100.0,100.0,25.5,86.7,70.7,96.3,24.6,57.2,93.0,86.7,100.0,63.4,58.8,28.9,95.4,23.5,99.9,51.9,82.3,43.9,80.3,62.7,59.2,93.3,96.3,42.8,86.3,41.8,60.8,37.9,72.3,58.2,88.3,4
2,35,GEO,Georgia,35.2,37.9,43.9,66.3,18.0,100.0,81.6,92.7,100.0,100.0,52.0,74.7,55.5,90.3,37.7,56.6,91.9,97.5,100.0,55.3,53.6,33.3,95.6,55.0,99.7,52.0,95.2,44.4,42.4,62.5,62.7,100.0,99.0,35.9,60.0,49.4,64.7,65.4,84.6,75.6,88.9,4
3,36,KAZ,Kazakhstan,47.0,51.3,29.6,88.3,38.6,96.0,84.1,89.6,100.0,100.0,85.5,89.6,51.9,96.8,32.1,36.8,91.7,93.3,100.0,73.9,74.2,34.4,95.8,53.7,94.4,46.7,87.9,12.3,48.1,61.7,59.2,98.7,99.6,39.6,12.0,48.0,67.6,59.6,66.9,72.8,88.6,4
4,37,KGZ,Kyrgyzstan,40.6,39.7,51.6,97.6,65.9,100.0,73.1,93.4,100.0,31.5,67.5,76.4,50.6,84.7,24.3,50.8,88.5,66.0,100.0,54.6,56.7,41.1,92.7,35.7,100.0,54.2,69.0,29.1,48.8,58.8,18.7,90.7,99.6,52.1,47.6,40.0,60.7,51.2,72.7,60.5,81.9,4
5,38,MNG,Mongolia,49.7,32.2,55.2,73.2,46.5,99.9,75.1,96.1,100.0,25.9,72.2,72.3,77.3,96.5,6.1,37.9,71.3,81.6,100.0,53.2,34.5,17.2,91.6,33.3,100.0,57.4,84.1,11.1,44.7,51.4,25.6,95.8,98.8,33.0,29.4,34.8,56.3,45.4,80.6,60.9,65.2,4
6,39,TJK,Tajikistan,30.3,27.6,82.2,60.6,69.4,100.0,47.8,43.8,100.0,48.0,51.8,71.2,60.9,78.0,32.1,59.9,75.9,70.1,100.0,64.0,29.8,34.0,86.1,22.4,100.0,49.4,71.4,53.1,72.8,56.6,31.6,93.2,92.0,85.8,71.4,41.1,48.6,31.1,83.4,33.3,72.8,1
7,40,TKM,Turkmenistan,59.4,40.4,57.9,83.0,27.8,99.9,81.1,87.4,100.0,100.0,80.6,99.8,70.9,93.6,23.7,53.5,86.3,85.8,100.0,82.5,56.6,22.6,94.8,30.6,99.9,56.6,84.2,52.2,79.0,66.3,52.6,99.1,99.3,54.3,53.7,47.0,60.1,42.4,64.8,60.8,77.9,4
8,41,UZB,Uzbekistan,45.2,26.0,60.1,85.8,35.8,100.0,68.3,77.6,100.0,100.0,90.7,87.7,62.2,89.3,26.0,64.0,86.8,84.4,100.0,62.7,47.5,24.3,93.7,37.1,100.0,52.6,84.1,36.2,53.8,65.3,36.5,97.7,99.8,80.3,50.4,51.4,59.6,47.2,97.5,63.9,86.7,4
9,43,ALB,Albania,59.6,55.4,53.3,77.6,22.4,75.0,63.6,62.9,100.0,69.3,12.9,75.8,99.9,83.1,63.9,66.3,96.7,97.3,100.0,84.4,60.1,72.2,100.0,53.8,88.8,40.7,89.4,66.7,71.4,65.2,85.6,98.9,99.4,24.9,76.7,79.3,78.5,62.2,87.8,85.5,79.1,4
10,44,BIH,Bosnia and Herzegovina,77.0,43.4,32.4,80.2,28.4,70.2,88.0,92.4,100.0,100.0,17.4,77.4,99.9,74.8,62.7,69.8,98.5,89.4,100.0,89.5,45.4,54.2,99.9,62.5,80.6,63.0,89.5,62.4,79.1,62.5,94.0,91.9,99.6,10.0,64.0,66.5,72.8,78.3,51.9,92.4,91.9,4
11,45,BGR,Bulgaria,39.3,48.6,28.9,79.9,30.0,70.1,86.4,88.3,100.0,100.0,59.7,89.8,74.7,93.3,53.3,69.6,99.4,84.4,100.0,68.7,58.4,36.4,100.0,68.7,59.2,66.8,89.6,60.7,67.9,61.2,99.3,87.6,99.6,4.4,50.0,73.9,74.5,74.1,81.5,89.1,93.3,4
12,46,HRV,Croatia,77.6,62.9,33.8,97.3,28.5,70.2,89.0,90.6,100.0,100.0,46.3,93.2,83.4,98.0,58.3,88.7,99.6,100.0,100.0,93.4,60.9,66.1,99.9,78.9,85.1,59.1,89.6,73.1,74.4,67.1,98.1,90.0,99.5,5.4,43.4,86.1,89.0,88.1,68.5,93.1,95.0,2
13,47,CZE,Czech Republic,71.0,66.2,15.0,91.8,33.3,67.2,96.8,88.3,100.0,100.0,81.4,98.7,83.2,99.8,63.8,87.2,99.9,93.6,100.0,95.1,64.9,69.6,99.9,98.0,41.6,50.4,89.6,55.6,78.0,69.2,99.9,85.4,99.5,22.9,44.5,98.5,91.1,97.5,70.8,83.7,97.1,2
14,48,HUN,Hungary,55.7,58.8,18.2,98.2,35.1,70.2,88.5,90.0,100.0,100.0,65.6,89.8,82.4,87.5,37.7,80.9,99.8,86.0,100.0,78.6,64.7,45.3,99.9,81.1,71.7,61.2,89.5,66.1,79.5,67.4,94.5,89.7,98.9,21.8,32.4,91.4,84.4,85.4,72.2,80.6,96.4,4
15,49,MKD,Macedonia,64.1,47.8,73.9,86.9,39.0,52.9,91.0,90.5,100.0,100.0,9.8,84.7,91.6,83.3,66.9,75.9,99.4,91.1,100.0,85.1,42.3,49.2,99.9,56.0,79.5,70.5,89.5,70.3,78.8,64.2,93.1,99.8,98.9,7.6,64.4,70.3,74.6,68.8,61.1,90.6,93.4,4
16,50,MNE,Montenegro,73.8,49.6,20.4,86.0,13.0,70.0,85.9,89.5,100.0,100.0,41.3,80.4,81.9,85.0,70.1,60.7,98.8,90.9,100.0,89.4,55.0,49.1,99.9,81.7,78.6,75.7,89.5,54.0,72.3,59.4,96.9,93.5,99.0,3.5,50.4,79.9,79.2,89.4,53.6,98.7,85.2,4
17,51,POL,Poland,70.6,61.3,25.6,80.0,46.6,65.0,89.6,90.8,100.0,100.0,49.7,95.1,76.8,91.3,73.3,78.5,99.7,100.0,100.0,98.1,55.4,57.0,99.9,79.6,72.5,53.8,89.6,60.1,68.1,69.2,98.3,93.2,99.8,26.1,33.4,82.9,84.9,87.3,70.6,90.5,95.6,2
18,52,ROU,Romania,42.7,55.9,3.3,90.8,36.4,70.1,82.6,84.3,100.0,65.7,52.9,89.1,62.6,86.9,46.9,74.5,97.3,86.9,100.0,71.5,68.3,45.0,99.9,67.0,90.6,45.4,89.6,30.9,65.1,57.4,82.3,88.6,99.6,30.2,51.4,52.5,77.5,71.1,61.0,77.9,90.5,4
19,53,SRB,Serbia,65.1,41.5,15.2,74.6,49.5,58.5,88.4,85.9,100.0,100.0,31.5,79.1,78.7,71.0,65.6,69.7,99.3,90.1,100.0,78.1,48.8,46.3,99.9,75.6,79.6,53.1,89.5,69.5,75.6,61.6,95.1,91.3,99.7,16.6,37.6,71.4,78.8,84.3,68.0,88.8,94.1,4
20,54,SVK,Slovakia,54.2,60.5,23.2,96.5,31.5,70.3,89.7,90.9,100.0,100.0,81.8,98.0,92.0,99.6,52.6,70.2,99.8,86.1,100.0,88.1,61.0,58.7,99.9,76.9,65.3,72.1,89.6,59.2,75.9,72.9,98.9,89.4,99.6,36.6,50.0,87.6,82.9,80.1,86.5,91.4,96.7,2
21,55,SVN,Slovenia,96.2,79.2,66.9,94.1,21.0,70.0,90.2,91.4,100.0,100.0,74.4,96.3,89.2,95.4,47.5,91.6,99.8,100.0,100.0,92.2,64.5,84.9,99.9,97.9,83.9,51.7,89.6,85.2,82.0,78.1,98.2,92.6,99.7,31.4,32.1,94.5,94.3,100.0,78.9,99.6,97.5,2
22,57,BLR,Belarus,59.5,49.4,1.2,91.8,53.6,17.6,95.3,93.8,100.0,100.0,77.4,99.5,43.5,98.8,65.6,46.5,96.5,86.2,100.0,79.3,59.3,40.1,99.9,72.5,74.6,71.8,79.6,14.1,67.5,54.6,82.7,79.4,99.7,7.0,20.1,63.5,83.5,78.2,87.0,95.0,93.7,4
23,58,EST,Estonia,67.8,87.9,5.4,99.4,37.7,17.8,89.4,92.3,100.0,100.0,80.8,93.3,47.5,95.0,63.2,54.9,97.0,98.1,100.0,100.0,95.7,64.0,99.9,99.4,55.8,76.0,79.8,60.0,82.7,68.3,93.2,76.7,99.8,39.9,37.4,74.2,86.5,96.5,82.8,95.5,95.0,2
24,59,LVA,Latvia,60.1,61.3,12.8,99.4,53.3,17.7,88.2,91.7,100.0,100.0,76.6,95.3,43.5,95.6,65.4,45.8,96.5,88.2,100.0,75.9,72.0,43.6,99.9,81.7,58.0,66.9,79.7,42.6,66.0,63.9,88.1,88.2,99.8,14.9,25.0,64.1,80.9,85.0,96.3,90.3,93.5,4
25,60,LTU,Lithuania,64.7,63.2,1.5,99.8,56.9,17.7,89.0,92.0,100.0,100.0,74.9,99.0,64.5,96.5,61.8,48.6,96.6,93.8,100.0,83.9,75.7,46.6,99.9,84.8,86.3,67.0,79.6,12.9,65.7,57.5,87.5,78.6,99.7,25.6,3.6,58.7,79.9,85.2,83.0,86.4,93.7,4
26,61,MDA,Moldova,53.8,49.7,23.1,89.8,85.8,17.5,88.6,91.3,100.0,100.0,61.5,91.3,47.1,79.7,31.1,48.6,86.1,78.4,100.0,70.1,64.6,38.6,99.9,41.6,80.8,76.5,78.0,0.4,61.3,59.4,38.9,90.5,99.5,50.8,34.4,47.7,66.8,59.2,68.0,70.5,74.3,4
27,62,RUS,Russian Federation,51.5,54.5,20.6,92.8,43.4,12.8,83.3,85.4,49.0,84.3,64.2,99.9,26.2,98.5,53.2,26.6,95.7,82.5,100.0,73.9,63.9,34.8,95.2,67.9,73.1,52.8,79.5,2.5,47.7,57.0,77.8,84.0,99.8,25.7,8.2,49.8,79.7,74.9,80.5,82.5,91.0,4
28,63,UKR,Ukraine,50.2,42.4,0.5,91.0,67.8,13.0,75.1,78.2,26.9,100.0,70.1,96.5,32.5,96.1,48.9,35.3,92.1,69.6,100.0,57.6,58.0,25.0,99.4,64.3,74.7,65.5,82.8,11.5,50.4,48.4,67.0,84.4,99.4,24.8,7.4,51.6,71.0,69.1,36.7,81.0,84.4,4
29,71,AUS,Australia,69.2,95.7,21.9,97.4,45.8,63.8,95.2,98.6,100.0,64.5,97.6,99.9,61.8,99.2,74.9,80.0,96.7,100.0,100.0,97.9,89.0,95.4,100.0,84.9,0.3,57.0,89.2,86.1,81.2,72.0,99.2,91.9,99.4,71.1,43.5,99.5,100.0,90.4,97.6,92.1,98.3,2
30,72,NZL,New Zealand,57.4,98.5,26.3,100.0,24.9,19.5,94.4,98.3,100.0,100.0,90.9,99.8,65.6,99.9,60.0,78.7,96.5,80.7,100.0,81.3,97.6,86.7,100.0,82.8,43.0,46.9,57.9,86.0,72.7,75.5,98.5,85.2,99.5,59.8,42.4,84.6,97.3,86.9,94.4,86.5,97.6,2
31,66,BRN,Brunei,70.9,79.7,91.7,81.3,53.1,60.4,82.3,84.8,100.0,100.0,77.2,99.9,59.6,92.3,41.3,77.9,96.7,94.3,100.0,50.4,97.9,47.6,99.7,66.5,58.8,48.0,89.4,61.0,44.5,75.1,98.9,100.0,99.1,63.4,68.0,41.7,72.8,70.2,71.8,75.0,98.0,4
32,67,JPN,Japan,99.9,96.6,45.7,83.6,74.2,57.4,88.1,86.4,78.2,67.9,65.9,100.0,82.0,91.3,53.7,100.0,96.6,94.3,100.0,96.5,75.7,100.0,99.9,100.0,57.6,56.0,89.3,80.5,98.1,78.9,99.1,97.5,99.3,46.7,28.5,90.4,98.9,99.6,84.5,82.1,98.1,2
33,68,KOR,South Korea,100.0,74.8,38.5,89.9,40.6,60.6,97.9,97.2,100.0,100.0,82.3,100.0,74.7,88.3,23.6,84.8,96.6,93.8,62.9,83.4,47.8,100.0,95.2,96.5,58.0,37.1,89.4,72.3,65.5,72.2,99.2,98.1,99.7,47.6,16.3,55.0,97.1,94.2,84.6,80.5,98.2,2
34,69,SGP,Singapore,98.9,76.6,63.5,100.0,55.2,57.6,97.2,85.4,100.0,100.0,80.2,100.0,73.1,95.4,45.4,100.0,96.6,95.6,100.0,94.7,58.2,100.0,99.8,100.0,58.0,69.6,88.9,100.0,100.0,84.9,99.2,100.0,99.6,72.7,61.0,62.1,96.9,100.0,81.2,79.0,98.3,2
35,101,CAN,Canada,70.2,98.2,31.6,96.3,40.3,57.7,98.1,99.2,100.0,84.1,95.1,100.0,54.7,97.6,88.9,76.3,99.6,92.3,100.0,87.5,96.4,90.4,100.0,76.1,62.4,56.0,97.2,70.8,77.4,79.4,98.7,88.4,99.1,64.3,44.0,100.0,97.6,82.3,82.2,88.2,99.9,2
36,349,GRL,Greenland,37.3,66.8,53.8,80.5,56.5,57.0,96.0,97.9,100.0,100.0,81.8,99.4,46.7,90.3,95.2,37.7,99.4,92.0,100.0,74.6,78.5,46.3,100.0,53.6,54.0,36.4,99.9,34.9,95.4,54.2,93.8,87.8,89.2,0.0,0.0,53.6,73.5,60.2,67.7,75.4,99.5,4
37,102,USA,United States,55.7,87.2,31.9,93.7,48.7,51.0,99.2,100.0,79.3,71.2,90.6,99.9,48.8,97.2,97.8,42.4,99.6,100.0,100.0,60.1,92.7,71.1,99.9,69.7,27.4,68.6,100.0,58.6,55.6,73.6,97.4,83.2,99.1,54.9,37.0,100.0,89.9,77.2,92.4,86.4,99.9,2
38,97,ARG,Argentina,28.2,65.1,35.0,75.8,76.4,76.8,89.4,90.8,100.0,95.4,79.7,97.2,42.3,83.6,99.6,44.1,93.8,68.9,100.0,49.6,74.1,62.5,93.9,55.8,87.8,40.2,74.9,46.6,51.5,67.1,94.9,91.7,99.2,43.8,45.2,71.1,69.9,65.6,86.5,63.9,90.7,4
39,98,CHL,Chile,37.9,70.9,33.8,95.7,51.6,78.2,96.6,99.2,100.0,46.3,81.9,94.0,45.1,75.3,85.1,52.2,95.1,78.2,100.0,66.0,55.6,83.1,95.0,64.7,84.3,58.3,85.5,74.3,58.6,65.2,92.3,93.9,99.5,14.5,47.1,79.8,79.7,75.4,79.2,70.4,96.0,4
40,99,URY,Uruguay,30.5,79.2,43.2,84.1,61.5,79.1,85.5,95.7,100.0,100.0,78.9,98.0,42.7,52.6,100.0,44.0,95.2,80.4,100.0,63.8,85.5,59.8,99.3,62.5,79.3,51.5,93.7,55.4,48.0,68.3,98.4,95.3,98.7,43.3,25.5,72.2,73.6,70.2,81.5,66.1,93.7,4
41,74,AND,Andorra,95.9,90.7,19.6,0.0,19.6,60.2,98.9,99.2,100.0,100.0,97.3,99.6,68.4,99.6,96.7,96.2,99.6,95.1,100.0,96.9,81.2,92.5,100.0,100.0,56.4,57.0,87.9,83.2,95.1,62.8,99.9,88.8,99.8,34.9,57.9,92.5,99.0,100.0,85.0,95.4,100.0,2
42,75,AUT,Austria,79.9,85.0,12.4,94.6,37.2,59.8,98.5,98.8,100.0,100.0,89.1,99.4,57.9,99.8,87.2,95.3,99.4,98.7,100.0,99.5,74.0,90.2,100.0,87.2,34.7,59.7,87.9,76.7,92.6,71.6,97.3,92.8,99.8,23.5,42.8,91.8,96.5,93.3,77.7,99.9,100.0,2
43,76,BEL,Belgium,84.7,82.0,22.2,88.2,41.7,59.4,98.7,99.0,100.0,100.0,93.5,99.8,55.7,99.8,89.0,81.9,99.6,89.1,100.0,91.1,72.5,87.8,100.0,88.6,62.3,63.0,87.7,76.1,75.6,77.2,99.8,92.9,99.7,49.3,32.4,89.4,98.5,91.8,98.3,86.4,99.9,2
44,77,CYP,Cyprus,99.9,71.3,35.6,72.2,45.3,60.3,98.5,98.8,100.0,100.0,94.3,99.7,58.4,95.1,90.0,78.7,99.6,99.3,100.0,86.8,61.6,88.0,100.0,92.2,79.0,58.3,87.9,87.4,62.0,76.1,99.5,86.2,99.6,21.0,80.7,93.9,98.7,96.9,81.8,93.7,99.7,2
45,78,DNK,Denmark,98.2,83.0,21.3,91.9,32.7,63.3,99.1,99.3,100.0,100.0,87.1,99.9,59.4,99.5,93.2,92.8,99.6,93.3,100.0,100.0,81.8,84.2,100.0,85.5,64.6,49.2,87.8,89.4,96.5,77.4,99.9,93.2,99.7,52.7,53.1,95.2,96.1,91.1,68.3,87.3,100.0,2
46,79,FIN,Finland,86.9,99.8,17.5,99.8,50.9,64.3,98.9,99.1,100.0,100.0,98.9,99.8,72.7,99.6,85.7,77.0,99.6,90.6,100.0,100.0,98.7,92.0,100.0,99.8,34.2,70.2,87.8,80.6,94.8,79.0,99.8,92.3,99.8,53.2,36.6,98.0,97.0,100.0,79.0,100.0,100.0,2
47,80,FRA,France,84.8,95.7,16.0,86.7,47.4,95.8,98.5,98.9,100.0,96.8,99.9,99.8,57.8,97.6,78.5,92.2,99.5,89.9,100.0,89.6,75.9,90.3,100.0,86.7,50.8,43.3,87.7,78.8,85.0,70.1,99.5,87.4,99.8,13.3,38.5,92.7,98.7,90.2,80.1,96.8,99.7,2
48,81,DEU,Germany,83.3,81.1,17.2,90.9,41.7,51.0,100.0,100.0,100.0,100.0,90.6,99.5,59.3,100.0,96.0,94.5,99.6,96.4,100.0,87.4,75.1,80.6,100.0,87.7,68.3,55.6,87.9,100.0,92.0,75.4,99.6,96.4,99.7,31.4,48.1,93.1,94.4,92.0,87.7,91.6,99.9,2
49,82,GRC,Greece,79.3,72.1,21.3,82.2,34.1,59.7,97.9,98.3,100.0,39.8,61.9,99.5,61.1,93.0,56.7,85.7,99.6,87.6,100.0,84.4,64.6,77.2,100.0,81.3,65.7,69.0,87.7,91.2,63.3,64.5,98.8,90.9,99.6,4.6,92.6,100.0,94.6,87.0,88.8,99.6,100.0,2
50,83,ISL,Iceland,78.3,98.0,42.8,96.2,22.7,60.3,99.0,99.2,100.0,35.6,97.4,99.8,61.4,100.0,99.4,95.2,99.6,95.4,100.0,100.0,96.1,98.4,100.0,100.0,56.1,53.2,87.8,75.7,99.0,78.8,99.9,94.8,99.9,66.6,49.4,97.4,100.0,100.0,64.3,95.7,100.0,2
51,84,IRL,Ireland,75.5,90.8,11.2,97.1,34.0,39.0,98.8,99.0,100.0,100.0,86.0,99.6,52.8,98.2,98.1,96.1,99.6,96.4,100.0,99.9,89.1,92.8,100.0,86.7,73.1,67.9,87.6,86.3,99.8,76.5,98.6,90.0,99.5,51.8,55.3,93.8,99.7,93.4,82.6,95.1,100.0,2
52,85,ISR,Israel,73.8,76.1,77.0,85.5,49.0,39.4,97.8,98.3,40.5,100.0,90.6,99.7,58.3,94.9,89.7,68.6,99.5,90.9,100.0,95.5,54.7,99.3,100.0,89.2,60.8,74.3,87.7,99.0,79.7,82.5,98.8,100.0,99.1,49.9,71.5,100.0,92.7,92.1,97.4,85.1,99.8,2
53,86,ITA,Italy,93.2,85.5,30.9,93.1,29.2,59.7,98.3,98.6,100.0,59.5,74.7,99.5,52.3,97.2,68.5,95.9,99.2,87.1,100.0,100.0,64.2,98.6,99.9,89.3,0.0,62.7,87.8,97.5,80.8,70.3,99.0,72.9,99.8,42.2,79.5,94.9,99.9,94.8,85.2,99.9,99.7,2
54,87,LUX,Luxembourg,90.3,88.9,1.0,90.1,18.4,59.7,99.1,99.2,100.0,100.0,97.8,99.8,49.7,98.8,82.2,88.1,99.6,100.0,100.0,89.3,80.5,90.9,100.0,100.0,45.3,69.0,87.8,93.4,85.4,69.2,99.9,80.0,99.3,44.8,53.7,95.3,99.5,100.0,95.7,93.3,100.0,2
55,88,MLT,Malta,70.6,73.7,48.0,92.1,36.3,59.9,98.1,98.5,100.0,100.0,80.7,99.6,44.1,95.6,94.8,83.8,99.5,95.0,100.0,79.9,69.8,88.0,100.0,67.5,60.5,58.9,87.9,99.7,99.9,79.2,99.1,94.8,99.5,43.2,81.6,89.9,92.7,79.9,66.8,95.8,99.9,2
56,89,NLD,Netherlands,99.8,83.0,35.9,90.7,51.2,51.6,99.0,99.2,100.0,100.0,90.1,99.9,69.7,97.4,99.2,91.4,99.6,90.1,100.0,91.8,74.8,87.4,100.0,81.9,29.2,54.6,87.7,100.0,98.6,80.2,99.9,95.2,99.6,53.1,51.4,97.4,99.8,90.2,81.5,94.9,100.0,2
57,90,NOR,Norway,92.7,99.8,39.5,91.3,37.5,62.4,99.0,99.1,100.0,100.0,94.4,99.7,62.0,100.0,97.6,95.3,99.6,94.6,100.0,100.0,95.0,97.3,99.9,98.5,54.7,64.5,87.9,44.0,99.9,83.9,99.9,96.1,99.9,63.7,50.9,94.0,100.0,99.5,84.4,88.1,100.0,2
58,91,PRT,Portugal,76.4,89.1,6.2,85.7,46.8,59.3,97.1,97.8,100.0,100.0,87.6,98.8,28.2,97.4,80.8,84.4,99.2,90.0,100.0,87.2,89.5,87.3,97.6,90.6,77.1,57.5,87.6,83.7,78.4,71.0,94.6,89.6,99.7,37.3,58.9,77.1,93.5,93.2,84.4,86.0,99.0,2
59,92,ESP,Spain,82.2,93.5,7.3,91.0,39.0,62.0,100.0,96.3,100.0,100.0,86.7,98.9,51.4,99.2,87.4,98.3,99.5,100.0,100.0,96.5,83.4,94.2,99.1,91.5,66.5,75.2,100.0,88.2,94.8,73.5,100.0,87.5,99.7,26.4,73.2,88.8,98.7,94.9,82.7,98.2,99.8,2
